feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-2.049190141235842,-1.1097394395471967,0.4621236102915651,1.6087187772123488,-3.8184808754728783,5.59113740602893,-1.422887481199984,1.0038357555175725,-1.1639108508834415,-5.176708592194375,0
-0.3551661869836673,0.4581063963880099,4.13854584099874,0.9040523422736918,4.042886430634165,-4.178984256374492,-0.17095705018581253,0.5703448116690438,0.4250029610910562,-0.4137223198835468,2
-3.1805985503500303,-0.7848195559573373,1.0027936195662908,0.7646416745455853,-1.0971295701407717,0.09931492324892155,0.9857982535708416,-1.8878401263398428,2.6631656370116508,-3.7554557964523707,1
1.687410394990482,0.49437495488603767,-2.0621783739492723,3.652262708248399,-1.831756265152444,3.616140314694599,-0.8893955890689241,-0.40649199254287405,2.8084649572077565,-3.838831388062364,1
-1.7379244948861858,1.4791574785016763,-2.7254296407691503,-3.1483959922138505,0.6988531318238376,2.6493713009631352,-1.63003373535027,0.5279919749869098,1.029374342058578,-1.2701966740415376,2
-1.296996486971568,1.904533056956017,2.04324731260108,-1.1827131194989515,-4.74098497615612,6.273672674044953,-1.2276699247595229,-0.0649039442062671,-2.2499630049306565,-1.8752636731251355,0
2.137841666267339,-0.03347911949514304,0.7999744383848518,1.5978040142734338,0.03328474022739003,-4.844558315897851,-0.6252032032226574,2.0880940542561053,0.7338922855741803,3.8959777236756823,3
-0.06476876303523982,0.9610623660221495,-0.9250416842878474,0.5732771961762201,-0.32999696808196477,0.7134326758397737,-2.089220783735954,2.3408848445769745,1.2678950498256811,-1.2533052610555875,2
0.9861469586596597,0.9305314386938257,1.233338242234972,3.516695256621534,-1.1560026921971678,-2.7258031051081537,2.4515244603285153,1.398844610687834,0.7797996969250434,-0.6380972275401133,0
-0.29991158798653017,0.5547584203222647,-1.1046638623081724,1.1124669381846792,0.5327994365104324,-1.0558453742758704,-3.1651943941377,4.664277672121298,1.526385748168401,-1.2570606788376106,2
-0.31877414804332527,-0.6667562207618077,-0.29669528330912975,1.4295444081304178,-0.7269211970283647,-0.39464692975352333,-1.379862964078936,-0.010150120850341393,2.5569859858587183,-1.137526426489447,1
0.7476233092760283,0.6156019147101757,0.5720744222782574,-0.6689746504225378,-1.9249078298983595,0.22657584850121207,-1.097891235829809,0.4413500213439413,-0.5498604711143007,2.4065061815387274,3
0.4338943715336603,0.8126584208615478,-0.637782358919774,1.2213294815054727,1.748604371603603,-0.13588798818170142,-2.623765224152857,2.0116008594727717,2.211292287509874,-1.8403849039164957,2
-0.9073275932163325,4.355773853776192,-1.211540558207686,-4.219011449317653,1.030863484522135,6.750111817606867,-1.7356520735093555,-2.140479712650763,0.8179275275089555,-2.5589409338967535,2
-1.0061520893826479,0.01723542874425532,-1.385159613399653,-2.0514461572521117,-2.1751045980383106,1.8784278997105388,-2.3652729007633373,0.8214568196866439,0.18037797979096315,0.9759757490277192,1
-2.2688214451604614,-2.859878237984729,0.3653703719600707,0.4072075161420061,0.7710844824732617,-3.2962432026247708,0.07972500296381457,0.963135224211815,0.3980083802259131,-0.4907814923881013,1
1.0101689923216872,-1.92283900146313,2.462540864739355,1.8251010576659652,3.0865719604649122,1.7468426980906515,-0.1398676729521876,-2.6063531924225765,-1.4937292647472957,-2.6635486334013794,3
0.1998714322631595,1.0972129967262938,0.8695377945917453,-1.1680544006053644,1.2148605983956193,-1.262883461759385,-1.8140661245145213,0.6444201797261093,0.744421173292555,1.5726540166976566,3
0.07561122703550871,-0.4733999680322448,-1.9314745326807703,-0.5096221734768528,-1.8300389944945707,2.2864145266377234,-2.6247338215530416,1.2757952661155403,0.18052750130088457,0.1794037174984553,1
-3.1375510414419034,1.3713503989461366,0.5577532528407172,0.11361259362732835,-2.3848151234153177,-1.1556926800441254,0.6743280106849909,0.8481636095342924,2.9526258794322198,-2.157774033131264,1
-0.9668610234095774,-0.48184953642309536,-3.013844969946228,-1.7753712668023547,-2.354833585959428,3.6383193901630397,-2.284205144998515,0.2899225951856572,0.4613379940461668,-0.3882190671882524,1
0.789040921457405,-0.9167996773941852,0.053758708194143856,1.9404391785303818,1.6894182328886242,0.6072813694740079,-1.9657508847501748,0.4011375705077438,0.9935948274499661,-2.114057664009009,3
2.2584622503468594,-2.1684262110479784,-0.6752115405713981,3.4650804111023903,-0.9934944367802256,-0.8995853152831464,0.008372329928211686,-0.10170890840600189,0.5520321180711348,0.3778845117387877,3
-0.12024812035555321,2.105475290298913,-1.372895972059084,-2.271355529737669,-0.20660487556937923,4.497135017198574,-1.2353120957697064,0.34384744602851525,-1.106009194549463,-1.0636208501485376,2
