feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.0605827302361681,0.925725433485164,1.2904272594728918,-1.9529439410133378,-3.371564901815796,-1.7908443557254414,-1.3791224190733842,1.2044008639002857,3.1669539249938294,-2.0080375761161973,1
-0.5819585462221197,0.22898933047100312,0.0833093911045264,-2.7569419179168735,-2.85951632024671,-0.8500334112661732,-1.835739341705115,2.8410868080270513,-1.3737495534394442,-1.4725063090419819,1
1.6208018604321528,1.3652303462295263,-0.61214355420663,-1.0228511512780183,-1.8317967373590671,-3.0145616041348413,-2.4029235212279305,-0.9186241968257993,-0.4976289432993499,-2.4722926615768714,0
0.8948488008926786,1.1760395810614237,1.1838430366199733,-0.36127285340340687,1.9764518725098597,0.8560530277954592,-2.2809216729094954,-0.5846414255084607,1.019146574925974,-0.2315174510086413,0
0.10233720040771144,0.42592184193718063,-1.9289417157642226,0.625336212142285,3.0333178426191885,4.915352436316783,-0.6144481593872652,-0.11046343836575756,2.286900982397296,0.5611967303694831,0
0.9159282995550645,1.253213759741787,-0.820014797392822,2.4902725626937343,1.5582969531217061,0.0068418652190258555,-1.319525880624414,-0.31678969936970913,1.1869913420315639,-0.42320855876770086,0
-0.11702179329486373,2.884392185231299,-0.17867587005303875,-0.7767902019638908,0.06238229270706594,-0.23371602350841936,-1.800906059628096,0.7402919456428113,-2.5502169406949813,-2.027156253203248,1
-1.5290832956313594,2.137673999090341,-1.4054613001169436,4.266424730131584,2.011265225405947,-0.34924125188276833,0.41123647903958704,-3.014879136280303,1.287068429313024,-0.9810890493059448,0
2.864013592020238,3.2516056892478997,3.300599349804077,-1.3806958119719546,-3.0722206972451658,-3.3758189078310408,-0.32976487424467427,1.0588111018516502,1.8206211688911638,-2.47931217086839,1
0.7057649309300706,1.8251985731568094,2.40346283182272,-1.9981433863918778,5.100962953128002,2.261777404950642,-4.762290296281661,1.4348443766718437,-5.362622376987203,0.7927924785606376,1
-0.4865275939454079,-0.21548240379739414,2.242454446679532,-1.8435180503307826,-1.4746222062137782,-1.0112232718515417,-2.226843869087736,0.929496340695339,2.313659245025928,-0.6176484389334501,1
-1.7416676311974946,0.6279740133949177,1.4662305811197203,-1.047139807133056,-5.43558018569178,-3.599119209109954,2.201176419040462,1.0248554804563639,1.1325519734399707,-1.9512758080533388,0
1.3806221457691072,3.063542055642636,-0.28548914430651784,-2.8478011268028,-3.9270646992560305,-1.0932511290641547,-1.2556035089994984,3.290999792239004,-1.012783909197392,-3.3810628494412978,1
3.0867938940049586,-2.430093529206564,-1.4234550595495317,3.140369882072444,3.642864623767617,0.792844707802415,-2.041847928288677,3.0684087352402876,-2.694143840062557,3.239927371963952,1
0.3636859629765,2.1188346821791115,-1.7364440961482819,1.5995260768029218,-0.8755491935799947,-0.9521961399087263,-1.0275421256727069,-0.45050157114591693,1.6342596599640395,-2.244402689922628,0
